experiment,geometry,cluster_size,rho,nominal_breadth,launch_target_per_3y,service_probability,service_half_width,mean_launches_per_3y,variance_launches_per_3y,effective_breadth,n_runs
E8_launch_service,MSOG trios,3,0.25,35,2,0.964112,0.0007291626915123118,5.285836,5.528795896287591,28.408387270263205,250000
E8_launch_service,MSOG trios,3,0.25,35,3,0.89076,0.0012228051694556086,5.285836,5.528795896287591,28.408387270263205,250000
E8_launch_service,MSOG trios,3,0.25,36,1,0.994544,0.00028875881352479935,5.437684,5.715323577438309,29.07765164410587,250000
E8_launch_service,MSOG trios,3,0.25,36,2,0.967756,0.0006924580358719294,5.437684,5.715323577438309,29.07765164410587,250000
E8_launch_service,MSOG trios,3,0.25,36,3,0.900672,0.001172479460007561,5.437684,5.715323577438309,29.07765164410587,250000
E8_launch_service,MSOG trios,3,0.25,37,1,0.995412,0.00026491052152339845,5.588548,5.847006639722557,30.022951285994722,250000
E8_launch_service,MSOG trios,3,0.25,37,2,0.971764,0.0006493338699086827,5.588548,5.847006639722557,30.022951285994722,250000
E8_launch_service,MSOG trios,3,0.25,37,3,0.910604,0.001118432780054044,5.588548,5.847006639722557,30.022951285994722,250000
E8_launch_service,MSOG trios,3,0.25,38,1,0.99604,0.00024619093050264756,5.73774,6.003783707534838,30.832613121641035,250000
E8_launch_service,MSOG trios,3,0.25,38,2,0.975036,0.0006115802884373771,5.73774,6.003783707534838,30.832613121641035,250000
E8_launch_service,MSOG trios,3,0.25,38,3,0.919164,0.0010685257138789434,5.73774,6.003783707534838,30.832613121641035,250000
E8_launch_service,MSOG trios,3,0.25,39,1,0.996456,0.00023294960957136087,5.88756,6.1987820415281645,31.449939842705703,250000
E8_launch_service,MSOG trios,3,0.25,39,2,0.977604,0.0005800331050457527,5.88756,6.1987820415281645,31.449939842705703,250000
E8_launch_service,MSOG trios,3,0.25,39,3,0.926448,0.0010232784645870614,5.88756,6.1987820415281645,31.449939842705703,250000
E8_launch_service,MSOG trios,3,0.25,40,1,0.99706,0.00021223664854346153,6.037684,6.32560121854888,32.41645479574257,250000
E8_launch_service,MSOG trios,3,0.25,40,2,0.980272,0.0005451310198147432,6.037684,6.32560121854888,32.41645479574257,250000
E8_launch_service,MSOG trios,3,0.25,40,3,0.93426,0.000971482080987272,6.037684,6.32560121854888,32.41645479574257,250000
E8_launch_service,MSOG trios,3,0.25,41,1,0.997468,0.00019700053411299696,6.188044,6.4832133869175514,33.227003321900455,250000
E8_launch_service,MSOG trios,3,0.25,41,2,0.98256,0.0005131435180541212,6.188044,6.4832133869175514,33.227003321900455,250000
E8_launch_service,MSOG trios,3,0.25,41,3,0.940912,0.0009242941745488817,6.188044,6.4832133869175514,33.227003321900455,250000
E8_launch_service,MSOG trios,3,0.25,42,1,0.997808,0.00018332843570442086,6.338748,6.677744503474017,33.85088220182065,250000
E8_launch_service,MSOG trios,3,0.25,42,2,0.98444,0.0004851605606157206,6.338748,6.677744503474017,33.85088220182065,250000
E8_launch_service,MSOG trios,3,0.25,42,3,0.94626,0.0008839753182885595,6.338748,6.677744503474017,33.85088220182065,250000
E8_launch_service,MSOG trios,3,0.25,43,1,0.998104,0.00017052699205526888,6.488272,6.8006096564546255,34.83479032100721,250000
E8_launch_service,MSOG trios,3,0.25,43,2,0.98648,0.00045270840239323995,6.488272,6.8006096564546255,34.83479032100721,250000
E8_launch_service,MSOG trios,3,0.25,43,3,0.952092,0.0008372006280358309,6.488272,6.8006096564546255,34.83479032100721,250000
E8_launch_service,MSOG trios,3,0.25,44,1,0.99836,0.00015861767408003314,6.63876,6.957717493269973,35.64848752886912,250000
E8_launch_service,MSOG trios,3,0.25,44,2,0.988064,0.0004257042737037353,6.63876,6.957717493269973,35.64848752886912,250000
E8_launch_service,MSOG trios,3,0.25,44,3,0.956876,0.0007962939510235114,6.63876,6.957717493269973,35.64848752886912,250000
E8_launch_service,MSOG trios,3,0.25,45,1,0.998616,0.0001457314788812712,6.790088,7.148845547638192,36.29235974076584,250000
E8_launch_service,MSOG trios,3,0.25,45,2,0.989244,0.00040435533381075786,6.790088,7.148845547638192,36.29235974076584,250000
E8_launch_service,MSOG trios,3,0.25,45,3,0.960792,0.0007608308271320706,6.790088,7.148845547638192,36.29235974076584,250000
E8_launch_service,MSOG trios,3,0.25,46,1,0.998772,0.0001372835274702049,6.941428,7.277250429817714,37.25611584315635,250000
E8_launch_service,MSOG trios,3,0.25,46,2,0.990616,0.0003779485954138748,6.941428,7.277250429817714,37.25611584315635,250000
E8_launch_service,MSOG trios,3,0.25,46,3,0.965172,0.0007187083525717661,6.941428,7.277250429817714,37.25611584315635,250000
E8_launch_service,MSOG trios,3,0.25,47,1,0.998944,0.0001273176451799544,7.092144,7.435187224012888,38.06657334176263,250000
E8_launch_service,MSOG trios,3,0.25,47,2,0.991704,0.00035555883224453464,7.092144,7.435187224012888,38.06657334176263,250000
