strategy,topology,rho,loe_year,acceleration_years,cannibalization,capacity_profile,risk_policy_profile,minimum_synergy,solution_exists,binding_P5_NPV_usd_m,binding_capacity_breach_probability,delta_eNPV_at_frontier_usd_m,n_runs
MSOG,same_indication,0.25,18.0,0.0,0.0,base,growth,,False,,,,250000
MSOG,same_indication,0.25,18.0,0.0,0.0,high,preservation,,False,,,,250000
MSOG,same_indication,0.25,18.0,0.0,0.0,high,balanced,0.2,True,-996.1278265476358,0.035928,180.41734830133285,250000
MSOG,same_indication,0.25,18.0,0.0,0.0,high,growth,0.01,True,-1140.6398836483202,0.092552,6.282254478154243,250000
MSOG,same_indication,0.25,18.0,0.5,0.0,low,preservation,,False,,,,250000
MSOG,same_indication,0.25,18.0,0.5,0.0,low,balanced,,False,,,,250000
MSOG,same_indication,0.25,18.0,0.5,0.0,low,growth,,False,,,,250000
MSOG,same_indication,0.25,18.0,0.5,0.0,base,preservation,,False,,,,250000
MSOG,same_indication,0.25,18.0,0.5,0.0,base,balanced,,False,,,,250000
MSOG,same_indication,0.25,18.0,0.5,0.0,base,growth,,False,,,,250000
MSOG,same_indication,0.25,18.0,0.5,0.0,high,preservation,,False,,,,250000
MSOG,same_indication,0.25,18.0,0.5,0.0,high,balanced,0.21,True,-993.8830985943904,0.035384,296.01814737087307,250000
MSOG,same_indication,0.25,18.0,0.5,0.0,high,growth,0.0,True,-1161.8183631345016,0.092552,101.23658415611807,250000
MSOG,same_indication,0.25,18.0,1.0,0.0,low,preservation,,False,,,,250000
MSOG,same_indication,0.25,18.0,1.0,0.0,low,balanced,,False,,,,250000
MSOG,same_indication,0.25,18.0,1.0,0.0,low,growth,,False,,,,250000
MSOG,same_indication,0.25,18.0,1.0,0.0,base,preservation,,False,,,,250000
MSOG,same_indication,0.25,18.0,1.0,0.0,base,balanced,,False,,,,250000
MSOG,same_indication,0.25,18.0,1.0,0.0,base,growth,,False,,,,250000
MSOG,same_indication,0.25,18.0,1.0,0.0,high,preservation,,False,,,,250000
MSOG,same_indication,0.25,18.0,1.0,0.0,high,balanced,0.21,True,-999.4137847376085,0.035384,407.78199919523,250000
MSOG,same_indication,0.25,18.0,1.0,0.0,high,growth,0.0,True,-1175.82010020594,0.092552,210.60628024705287,250000
MSOG,same_indication,0.25,18.0,1.5,0.0,low,preservation,,False,,,,250000
MSOG,same_indication,0.25,18.0,1.5,0.0,low,balanced,,False,,,,250000
MSOG,same_indication,0.25,18.0,1.5,0.0,low,growth,,False,,,,250000
MSOG,same_indication,0.25,18.0,1.5,0.0,base,preservation,,False,,,,250000
MSOG,same_indication,0.25,18.0,1.5,0.0,base,balanced,,False,,,,250000
MSOG,same_indication,0.25,18.0,1.5,0.0,base,growth,,False,,,,250000
MSOG,same_indication,0.25,18.0,1.5,0.0,high,preservation,,False,,,,250000
MSOG,same_indication,0.25,18.0,1.5,0.0,high,balanced,0.22,True,-997.3040860935519,0.035384,534.6442718326743,250000
MSOG,same_indication,0.25,18.0,1.5,0.0,high,growth,0.0,True,-1190.266435314048,0.092552,325.4865749751092,250000
MSOG,same_indication,0.4,12.0,0.0,0.0,low,preservation,,False,,,,100000
MSOG,same_indication,0.4,12.0,0.0,0.0,low,balanced,,False,,,,100000
MSOG,same_indication,0.4,12.0,0.0,0.0,low,growth,,False,,,,100000
MSOG,same_indication,0.4,12.0,0.0,0.0,base,preservation,,False,,,,100000
MSOG,same_indication,0.4,12.0,0.0,0.0,base,balanced,,False,,,,100000
MSOG,same_indication,0.4,12.0,0.0,0.0,base,growth,,False,,,,100000
MSOG,same_indication,0.4,12.0,0.0,0.0,high,preservation,,False,,,,100000
MSOG,same_indication,0.4,12.0,0.0,0.0,high,balanced,0.24,True,-996.0278999655939,0.04471,218.50420833469337,100000
MSOG,same_indication,0.4,12.0,0.0,0.0,high,growth,0.01,True,-1382.4196020912866,0.09627,7.596854697771268,100000
MSOG,same_indication,0.4,12.0,0.5,0.0,low,preservation,,False,,,,100000
MSOG,same_indication,0.4,12.0,0.5,0.0,low,balanced,,False,,,,100000
MSOG,same_indication,0.4,12.0,0.5,0.0,low,growth,,False,,,,100000
MSOG,same_indication,0.4,12.0,0.5,0.0,base,preservation,,False,,,,100000
MSOG,same_indication,0.4,12.0,0.5,0.0,base,balanced,,False,,,,100000
MSOG,same_indication,0.4,12.0,0.5,0.0,base,growth,,False,,,,100000
MSOG,same_indication,0.4,12.0,0.5,0.0,high,preservation,,False,,,,100000
MSOG,same_indication,0.4,12.0,0.5,0.0,high,balanced,0.24,True,-995.2455170365354,0.04471,325.344050488591,100000
MSOG,same_indication,0.4,12.0,0.5,0.0,high,growth,0.0,True,-1307.2645234489842,0.09597,102.61668730667606,100000
MSOG,same_indication,0.4,12.0,1.0,0.0,low,preservation,,False,,,,100000
MSOG,same_indication,0.4,12.0,1.0,0.0,low,balanced,,False,,,,100000
MSOG,same_indication,0.4,12.0,1.0,0.0,low,growth,,False,,,,100000
MSOG,same_indication,0.4,12.0,1.0,0.0,base,preservation,,False,,,,100000
MSOG,same_indication,0.4,12.0,1.0,0.0,base,balanced,,False,,,,100000
MSOG,same_indication,0.4,12.0,1.0,0.0,base,growth,,False,,,,100000
MSOG,same_indication,0.4,12.0,1.0,0.0,high,preservation,,False,,,,100000
MSOG,same_indication,0.4,12.0,1.0,0.0,high,balanced,0.22,True,-991.6700154013897,0.04471,418.7378995212408,100000
MSOG,same_indication,0.4,12.0,1.0,0.0,high,growth,0.0,True,-1242.5321618562914,0.09597,212.06039225276433,100000
MSOG,same_indication,0.4,12.0,1.5,0.0,low,preservation,,False,,,,100000
MSOG,same_indication,0.4,12.0,1.5,0.0,low,balanced,,False,,,,100000
MSOG,same_indication,0.4,12.0,1.5,0.0,low,growth,,False,,,,100000
MSOG,same_indication,0.4,12.0,1.5,0.0,base,preservation,,False,,,,100000
MSOG,same_indication,0.4,12.0,1.5,0.0,base,balanced,,False,,,,100000
MSOG,same_indication,0.4,12.0,1.5,0.0,base,growth,,False,,,,100000
MSOG,same_indication,0.4,12.0,1.5,0.0,high,preservation,,False,,,,100000
MSOG,same_indication,0.4,12.0,1.5,0.0,high,balanced,0.23,True,-991.8243612111823,0.04471,545.8037486836041,100000
MSOG,same_indication,0.4,12.0,1.5,0.0,high,growth,0.0,True,-1260.2346358526092,0.09597,327.0185032312269,100000
MSOG,same_indication,0.4,15.0,0.0,0.0,low,preservation,,False,,,,100000
MSOG,same_indication,0.4,15.0,0.0,0.0,low,balanced,,False,,,,100000
MSOG,same_indication,0.4,15.0,0.0,0.0,low,growth,,False,,,,100000
MSOG,same_indication,0.4,15.0,0.0,0.0,base,preservation,,False,,,,100000
MSOG,same_indication,0.4,15.0,0.0,0.0,base,balanced,,False,,,,100000
MSOG,same_indication,0.4,15.0,0.0,0.0,base,growth,,False,,,,100000
MSOG,same_indication,0.4,15.0,0.0,0.0,high,preservation,,False,,,,100000
MSOG,same_indication,0.4,15.0,0.0,0.0,high,balanced,0.2,True,-996.1278265476358,0.04529,179.795743566583,100000
MSOG,same_indication,0.4,15.0,0.0,0.0,high,growth,0.01,True,-1167.7160857368092,0.0954,5.567929692603841,100000
MSOG,same_indication,0.4,15.0,0.5,0.0,low,preservation,,False,,,,100000
MSOG,same_indication,0.4,15.0,0.5,0.0,low,balanced,,False,,,,100000
MSOG,same_indication,0.4,15.0,0.5,0.0,low,growth,,False,,,,100000
MSOG,same_indication,0.4,15.0,0.5,0.0,base,preservation,,False,,,,100000
MSOG,same_indication,0.4,15.0,0.5,0.0,base,balanced,,False,,,,100000
MSOG,same_indication,0.4,15.0,0.5,0.0,base,growth,,False,,,,100000
MSOG,same_indication,0.4,15.0,0.5,0.0,high,preservation,,False,,,,100000
MSOG,same_indication,0.4,15.0,0.5,0.0,high,balanced,0.21,True,-993.8830985943904,0.04471,295.47420508568416,100000
MSOG,same_indication,0.4,15.0,0.5,0.0,high,growth,0.0,True,-1193.6220906520296,0.0954,100.58776230150865,100000
MSOG,same_indication,0.4,15.0,1.0,0.0,low,preservation,,False,,,,100000
MSOG,same_indication,0.4,15.0,1.0,0.0,low,balanced,,False,,,,100000
MSOG,same_indication,0.4,15.0,1.0,0.0,low,growth,,False,,,,100000
MSOG,same_indication,0.4,15.0,1.0,0.0,base,preservation,,False,,,,100000
MSOG,same_indication,0.4,15.0,1.0,0.0,base,balanced,,False,,,,100000
MSOG,same_indication,0.4,15.0,1.0,0.0,base,growth,,False,,,,100000
MSOG,same_indication,0.4,15.0,1.0,0.0,high,preservation,,False,,,,100000
MSOG,same_indication,0.4,15.0,1.0,0.0,high,balanced,0.21,True,-999.4137847376085,0.04471,407.3145423675063,100000
MSOG,same_indication,0.4,15.0,1.0,0.0,high,growth,0.0,True,-1209.1761310311156,0.0954,210.0314672475969,100000
MSOG,same_indication,0.4,15.0,1.5,0.0,low,preservation,,False,,,,100000
MSOG,same_indication,0.4,15.0,1.5,0.0,low,balanced,,False,,,,100000
MSOG,same_indication,0.4,15.0,1.5,0.0,low,growth,,False,,,,100000
MSOG,same_indication,0.4,15.0,1.5,0.0,base,preservation,,False,,,,100000
MSOG,same_indication,0.4,15.0,1.5,0.0,base,balanced,,False,,,,100000
MSOG,same_indication,0.4,15.0,1.5,0.0,base,growth,,False,,,,100000
MSOG,same_indication,0.4,15.0,1.5,0.0,high,preservation,,False,,,,100000
MSOG,same_indication,0.4,15.0,1.5,0.0,high,balanced,0.22,True,-997.3040860935519,0.04471,534.2624217022466,100000
MSOG,same_indication,0.4,15.0,1.5,0.0,high,growth,0.0,True,-1225.2505355833287,0.0954,324.98957822605945,100000
MSOG,same_indication,0.4,18.0,0.0,0.0,low,preservation,,False,,,,100000
MSOG,same_indication,0.4,18.0,0.0,0.0,low,balanced,,False,,,,100000
MSOG,same_indication,0.4,18.0,0.0,0.0,low,growth,,False,,,,100000
MSOG,same_indication,0.4,18.0,0.0,0.0,base,preservation,,False,,,,100000
MSOG,same_indication,0.4,18.0,0.0,0.0,base,balanced,,False,,,,100000
MSOG,same_indication,0.4,18.0,0.0,0.0,base,growth,,False,,,,100000
MSOG,same_indication,0.4,18.0,0.0,0.0,high,preservation,,False,,,,100000
MSOG,same_indication,0.4,18.0,0.0,0.0,high,balanced,0.2,True,-996.1278265476358,0.04529,178.2713821802814,100000
MSOG,same_indication,0.4,18.0,0.0,0.0,high,growth,0.01,True,-1167.7160857368092,0.0954,4.0435683063022125,100000
MSOG,same_indication,0.4,18.0,0.5,0.0,low,preservation,,False,,,,100000
MSOG,same_indication,0.4,18.0,0.5,0.0,low,balanced,,False,,,,100000
MSOG,same_indication,0.4,18.0,0.5,0.0,low,growth,,False,,,,100000
MSOG,same_indication,0.4,18.0,0.5,0.0,base,preservation,,False,,,,100000
MSOG,same_indication,0.4,18.0,0.5,0.0,base,balanced,,False,,,,100000
MSOG,same_indication,0.4,18.0,0.5,0.0,base,growth,,False,,,,100000
MSOG,same_indication,0.4,18.0,0.5,0.0,high,preservation,,False,,,,100000
MSOG,same_indication,0.4,18.0,0.5,0.0,high,balanced,0.21,True,-993.8830985943904,0.04471,293.94984369938254,100000
MSOG,same_indication,0.4,18.0,0.5,0.0,high,growth,0.0,True,-1193.6220906520296,0.0954,99.06340091520701,100000
MSOG,same_indication,0.4,18.0,1.0,0.0,low,preservation,,False,,,,100000
MSOG,same_indication,0.4,18.0,1.0,0.0,low,balanced,,False,,,,100000
MSOG,same_indication,0.4,18.0,1.0,0.0,low,growth,,False,,,,100000
MSOG,same_indication,0.4,18.0,1.0,0.0,base,preservation,,False,,,,100000
MSOG,same_indication,0.4,18.0,1.0,0.0,base,balanced,,False,,,,100000
MSOG,same_indication,0.4,18.0,1.0,0.0,base,growth,,False,,,,100000
MSOG,same_indication,0.4,18.0,1.0,0.0,high,preservation,,False,,,,100000
MSOG,same_indication,0.4,18.0,1.0,0.0,high,balanced,0.21,True,-999.4137847376085,0.04471,405.7901809812047,100000
MSOG,same_indication,0.4,18.0,1.0,0.0,high,growth,0.0,True,-1209.1761310311156,0.0954,208.50710586129523,100000
MSOG,same_indication,0.4,18.0,1.5,0.0,low,preservation,,False,,,,100000
MSOG,same_indication,0.4,18.0,1.5,0.0,low,balanced,,False,,,,100000
MSOG,same_indication,0.4,18.0,1.5,0.0,low,growth,,False,,,,100000
MSOG,same_indication,0.4,18.0,1.5,0.0,base,preservation,,False,,,,100000
MSOG,same_indication,0.4,18.0,1.5,0.0,base,balanced,,False,,,,100000
MSOG,same_indication,0.4,18.0,1.5,0.0,base,growth,,False,,,,100000
MSOG,same_indication,0.4,18.0,1.5,0.0,high,preservation,,False,,,,100000
MSOG,same_indication,0.4,18.0,1.5,0.0,high,balanced,0.22,True,-997.3040860935519,0.04471,532.7380603159447,100000
MSOG,same_indication,0.4,18.0,1.5,0.0,high,growth,0.0,True,-1225.2505355833287,0.0954,323.4652168397578,100000
Parallel PIAP,same_asset,0.0,12.0,0.0,0.0,low,preservation,,False,,,,100000
Parallel PIAP,same_asset,0.0,12.0,0.0,0.0,low,balanced,,False,,,,100000
Parallel PIAP,same_asset,0.0,12.0,0.0,0.0,low,growth,,False,,,,100000
Parallel PIAP,same_asset,0.0,12.0,0.0,0.0,base,preservation,,False,,,,100000
Parallel PIAP,same_asset,0.0,12.0,0.0,0.0,base,balanced,,False,,,,100000
Parallel PIAP,same_asset,0.0,12.0,0.0,0.0,base,growth,,False,,,,100000
Parallel PIAP,same_asset,0.0,12.0,0.0,0.0,high,preservation,,False,,,,100000
Parallel PIAP,same_asset,0.0,12.0,0.0,0.0,high,balanced,0.17,True,-994.0623250940034,0.0216,156.0889586061393,100000
Parallel PIAP,same_asset,0.0,12.0,0.0,0.0,high,growth,0.0,True,-1148.2457813904614,0.09536,0.0,100000
Parallel PIAP,same_asset,0.0,12.0,0.5,0.0,low,preservation,,False,,,,100000
Parallel PIAP,same_asset,0.0,12.0,0.5,0.0,low,balanced,,False,,,,100000
Parallel PIAP,same_asset,0.0,12.0,0.5,0.0,low,growth,,False,,,,100000
Parallel PIAP,same_asset,0.0,12.0,0.5,0.0,base,preservation,,False,,,,100000
Parallel PIAP,same_asset,0.0,12.0,0.5,0.0,base,balanced,,False,,,,100000
Parallel PIAP,same_asset,0.0,12.0,0.5,0.0,base,growth,,False,,,,100000
Parallel PIAP,same_asset,0.0,12.0,0.5,0.0,high,preservation,,False,,,,100000
Parallel PIAP,same_asset,0.0,12.0,0.5,0.0,high,balanced,0.18,True,-995.5521338513649,0.0216,271.81593854957845,100000
Parallel PIAP,same_asset,0.0,12.0,0.5,0.0,high,growth,0.0,True,-1161.8183631345016,0.09535,104.55235081844671,100000
Parallel PIAP,same_asset,0.0,12.0,1.0,0.0,low,preservation,,False,,,,100000
Parallel PIAP,same_asset,0.0,12.0,1.0,0.0,low,balanced,,False,,,,100000
Parallel PIAP,same_asset,0.0,12.0,1.0,0.0,low,growth,,False,,,,100000
Parallel PIAP,same_asset,0.0,12.0,1.0,0.0,base,preservation,,False,,,,100000
Parallel PIAP,same_asset,0.0,12.0,1.0,0.0,base,balanced,,False,,,,100000
Parallel PIAP,same_asset,0.0,12.0,1.0,0.0,base,growth,,False,,,,100000
Parallel PIAP,same_asset,0.0,12.0,1.0,0.0,high,preservation,,False,,,,100000
Parallel PIAP,same_asset,0.0,12.0,1.0,0.0,high,balanced,0.19,True,-997.1470200694989,0.0216,393.1070324421852,100000
Parallel PIAP,same_asset,0.0,12.0,1.0,0.0,high,growth,0.0,True,-1175.82010020594,0.09535,214.37682036299512,100000
Parallel PIAP,same_asset,0.0,12.0,1.5,0.0,low,preservation,,False,,,,100000
Parallel PIAP,same_asset,0.0,12.0,1.5,0.0,low,balanced,,False,,,,100000
Parallel PIAP,same_asset,0.0,12.0,1.5,0.0,low,growth,,False,,,,100000
Parallel PIAP,same_asset,0.0,12.0,1.5,0.0,base,preservation,,False,,,,100000
Parallel PIAP,same_asset,0.0,12.0,1.5,0.0,base,balanced,,False,,,,100000
Parallel PIAP,same_asset,0.0,12.0,1.5,0.0,base,growth,,False,,,,100000
Parallel PIAP,same_asset,0.0,12.0,1.5,0.0,high,preservation,,False,,,,100000
Parallel PIAP,same_asset,0.0,12.0,1.5,0.0,high,balanced,0.2,True,-998.8471168185526,0.0216,520.2375225863744,100000
Parallel PIAP,same_asset,0.0,12.0,1.5,0.0,high,growth,0.0,True,-1190.266435314048,0.09535,329.7347224210436,100000
Parallel PIAP,same_asset,0.0,15.0,0.0,0.0,low,preservation,,False,,,,100000
Parallel PIAP,same_asset,0.0,15.0,0.0,0.0,low,balanced,,False,,,,100000
Parallel PIAP,same_asset,0.0,15.0,0.0,0.0,low,growth,,False,,,,100000
Parallel PIAP,same_asset,0.0,15.0,0.0,0.0,base,preservation,,False,,,,100000
Parallel PIAP,same_asset,0.0,15.0,0.0,0.0,base,balanced,,False,,,,100000
Parallel PIAP,same_asset,0.0,15.0,0.0,0.0,base,growth,,False,,,,100000
Parallel PIAP,same_asset,0.0,15.0,0.0,0.0,high,preservation,,False,,,,100000
Parallel PIAP,same_asset,0.0,15.0,0.0,0.0,high,balanced,0.17,True,-994.0623250940034,0.0216,156.0889586061393,100000
Parallel PIAP,same_asset,0.0,15.0,0.0,0.0,high,growth,0.0,True,-1148.2457813904614,0.09533,0.0,100000
Parallel PIAP,same_asset,0.0,15.0,0.5,0.0,low,preservation,,False,,,,100000
Parallel PIAP,same_asset,0.0,15.0,0.5,0.0,low,balanced,,False,,,,100000
Parallel PIAP,same_asset,0.0,15.0,0.5,0.0,low,growth,,False,,,,100000
Parallel PIAP,same_asset,0.0,15.0,0.5,0.0,base,preservation,,False,,,,100000
Parallel PIAP,same_asset,0.0,15.0,0.5,0.0,base,balanced,,False,,,,100000
Parallel PIAP,same_asset,0.0,15.0,0.5,0.0,base,growth,,False,,,,100000
Parallel PIAP,same_asset,0.0,15.0,0.5,0.0,high,preservation,,False,,,,100000
Parallel PIAP,same_asset,0.0,15.0,0.5,0.0,high,balanced,0.18,True,-995.5521338513649,0.0216,271.81593854957845,100000
Parallel PIAP,same_asset,0.0,15.0,0.5,0.0,high,growth,0.0,True,-1161.8183631345016,0.09533,104.55235081844674,100000
Parallel PIAP,same_asset,0.0,15.0,1.0,0.0,low,preservation,,False,,,,100000
Parallel PIAP,same_asset,0.0,15.0,1.0,0.0,low,balanced,,False,,,,100000
Parallel PIAP,same_asset,0.0,15.0,1.0,0.0,low,growth,,False,,,,100000
Parallel PIAP,same_asset,0.0,15.0,1.0,0.0,base,preservation,,False,,,,100000
Parallel PIAP,same_asset,0.0,15.0,1.0,0.0,base,balanced,,False,,,,100000
Parallel PIAP,same_asset,0.0,15.0,1.0,0.0,base,growth,,False,,,,100000
Parallel PIAP,same_asset,0.0,15.0,1.0,0.0,high,preservation,,False,,,,100000
Parallel PIAP,same_asset,0.0,15.0,1.0,0.0,high,balanced,0.19,True,-997.1470200694989,0.0216,393.1070324421853,100000
Parallel PIAP,same_asset,0.0,15.0,1.0,0.0,high,growth,0.0,True,-1175.82010020594,0.09533,214.37682036299512,100000
Parallel PIAP,same_asset,0.0,15.0,1.5,0.0,low,preservation,,False,,,,100000
Parallel PIAP,same_asset,0.0,15.0,1.5,0.0,low,balanced,,False,,,,100000
Parallel PIAP,same_asset,0.0,15.0,1.5,0.0,low,growth,,False,,,,100000
Parallel PIAP,same_asset,0.0,15.0,1.5,0.0,base,preservation,,False,,,,100000
Parallel PIAP,same_asset,0.0,15.0,1.5,0.0,base,balanced,,False,,,,100000
Parallel PIAP,same_asset,0.0,15.0,1.5,0.0,base,growth,,False,,,,100000
Parallel PIAP,same_asset,0.0,15.0,1.5,0.0,high,preservation,,False,,,,100000
Parallel PIAP,same_asset,0.0,15.0,1.5,0.0,high,balanced,0.2,True,-998.8471168185526,0.0216,520.2375225863744,100000
Parallel PIAP,same_asset,0.0,15.0,1.5,0.0,high,growth,0.0,True,-1190.266435314048,0.09533,329.73472242104367,100000
Parallel PIAP,same_asset,0.0,18.0,0.0,0.0,low,preservation,,False,,,,100000
Parallel PIAP,same_asset,0.0,18.0,0.0,0.0,low,balanced,,False,,,,100000
Parallel PIAP,same_asset,0.0,18.0,0.0,0.0,low,growth,,False,,,,100000
Parallel PIAP,same_asset,0.0,18.0,0.0,0.0,base,preservation,,False,,,,100000
Parallel PIAP,same_asset,0.0,18.0,0.0,0.0,base,balanced,,False,,,,100000
Parallel PIAP,same_asset,0.0,18.0,0.0,0.0,base,growth,,False,,,,100000
Parallel PIAP,same_asset,0.0,18.0,0.0,0.0,high,preservation,,False,,,,100000
Parallel PIAP,same_asset,0.0,18.0,0.0,0.0,high,balanced,0.17,True,-994.0623250940034,0.0216,156.0889586061393,100000
Parallel PIAP,same_asset,0.0,18.0,0.0,0.0,high,growth,0.0,True,-1148.2457813904614,0.09533,0.0,100000
Parallel PIAP,same_asset,0.0,18.0,0.5,0.0,low,preservation,,False,,,,100000
Parallel PIAP,same_asset,0.0,18.0,0.5,0.0,low,balanced,,False,,,,100000
Parallel PIAP,same_asset,0.0,18.0,0.5,0.0,low,growth,,False,,,,100000
Parallel PIAP,same_asset,0.0,18.0,0.5,0.0,base,preservation,,False,,,,100000
Parallel PIAP,same_asset,0.0,18.0,0.5,0.0,base,balanced,,False,,,,100000
Parallel PIAP,same_asset,0.0,18.0,0.5,0.0,base,growth,,False,,,,100000
Parallel PIAP,same_asset,0.0,18.0,0.5,0.0,high,preservation,,False,,,,100000
Parallel PIAP,same_asset,0.0,18.0,0.5,0.0,high,balanced,0.18,True,-995.5521338513649,0.0216,271.8159385495784,100000
Parallel PIAP,same_asset,0.0,18.0,0.5,0.0,high,growth,0.0,True,-1161.8183631345016,0.09533,104.55235081844671,100000
Parallel PIAP,same_asset,0.0,18.0,1.0,0.0,low,preservation,,False,,,,100000
Parallel PIAP,same_asset,0.0,18.0,1.0,0.0,low,balanced,,False,,,,100000
Parallel PIAP,same_asset,0.0,18.0,1.0,0.0,low,growth,,False,,,,100000
Parallel PIAP,same_asset,0.0,18.0,1.0,0.0,base,preservation,,False,,,,100000
Parallel PIAP,same_asset,0.0,18.0,1.0,0.0,base,balanced,,False,,,,100000
Parallel PIAP,same_asset,0.0,18.0,1.0,0.0,base,growth,,False,,,,100000
Parallel PIAP,same_asset,0.0,18.0,1.0,0.0,high,preservation,,False,,,,100000
Parallel PIAP,same_asset,0.0,18.0,1.0,0.0,high,balanced,0.19,True,-997.1470200694989,0.0216,393.1070324421852,100000
Parallel PIAP,same_asset,0.0,18.0,1.0,0.0,high,growth,0.0,True,-1175.82010020594,0.09533,214.37682036299512,100000
Parallel PIAP,same_asset,0.0,18.0,1.5,0.0,low,preservation,,False,,,,100000
Parallel PIAP,same_asset,0.0,18.0,1.5,0.0,low,balanced,,False,,,,100000
Parallel PIAP,same_asset,0.0,18.0,1.5,0.0,low,growth,,False,,,,100000
Parallel PIAP,same_asset,0.0,18.0,1.5,0.0,base,preservation,,False,,,,100000
Parallel PIAP,same_asset,0.0,18.0,1.5,0.0,base,balanced,,False,,,,100000
Parallel PIAP,same_asset,0.0,18.0,1.5,0.0,base,growth,,False,,,,100000
Parallel PIAP,same_asset,0.0,18.0,1.5,0.0,high,preservation,,False,,,,100000
Parallel PIAP,same_asset,0.0,18.0,1.5,0.0,high,balanced,0.2,True,-998.8471168185526,0.0216,520.2375225863744,100000
Parallel PIAP,same_asset,0.0,18.0,1.5,0.0,high,growth,0.0,True,-1190.266435314048,0.09533,329.7347224210436,100000
Parallel PIAP,same_asset,0.2,12.0,0.0,0.0,low,preservation,,False,,,,100000
Parallel PIAP,same_asset,0.2,12.0,0.0,0.0,low,balanced,,False,,,,100000
Parallel PIAP,same_asset,0.2,12.0,0.0,0.0,low,growth,,False,,,,100000
Parallel PIAP,same_asset,0.2,12.0,0.0,0.0,base,preservation,,False,,,,100000
Parallel PIAP,same_asset,0.2,12.0,0.0,0.0,base,balanced,,False,,,,100000
Parallel PIAP,same_asset,0.2,12.0,0.0,0.0,base,growth,,False,,,,100000
Parallel PIAP,same_asset,0.2,12.0,0.0,0.0,high,preservation,,False,,,,100000
Parallel PIAP,same_asset,0.2,12.0,0.0,0.0,high,balanced,0.2,True,-996.1278265476358,0.03329,180.813632597983,100000
Parallel PIAP,same_asset,0.2,12.0,0.0,0.0,high,growth,0.01,True,-1140.6398836483202,0.09384,6.623072251369441,100000
Parallel PIAP,same_asset,0.2,12.0,0.5,0.0,low,preservation,,False,,,,100000
Parallel PIAP,same_asset,0.2,12.0,0.5,0.0,low,balanced,,False,,,,100000
Parallel PIAP,same_asset,0.2,12.0,0.5,0.0,low,growth,,False,,,,100000
Parallel PIAP,same_asset,0.2,12.0,0.5,0.0,base,preservation,,False,,,,100000
Parallel PIAP,same_asset,0.2,12.0,0.5,0.0,base,balanced,,False,,,,100000
Parallel PIAP,same_asset,0.2,12.0,0.5,0.0,base,growth,,False,,,,100000
Parallel PIAP,same_asset,0.2,12.0,0.5,0.0,high,preservation,,False,,,,100000
Parallel PIAP,same_asset,0.2,12.0,0.5,0.0,high,balanced,0.21,True,-993.8830985943904,0.03278,296.285416394282,100000
Parallel PIAP,same_asset,0.2,12.0,0.5,0.0,high,growth,0.0,True,-1161.8183631345016,0.09371,101.44131414907926,100000
Parallel PIAP,same_asset,0.2,12.0,1.0,0.0,low,preservation,,False,,,,100000
Parallel PIAP,same_asset,0.2,12.0,1.0,0.0,low,balanced,,False,,,,100000
Parallel PIAP,same_asset,0.2,12.0,1.0,0.0,low,growth,,False,,,,100000
Parallel PIAP,same_asset,0.2,12.0,1.0,0.0,base,preservation,,False,,,,100000
Parallel PIAP,same_asset,0.2,12.0,1.0,0.0,base,balanced,,False,,,,100000
Parallel PIAP,same_asset,0.2,12.0,1.0,0.0,base,growth,,False,,,,100000
Parallel PIAP,same_asset,0.2,12.0,1.0,0.0,high,preservation,,False,,,,100000
Parallel PIAP,same_asset,0.2,12.0,1.0,0.0,high,balanced,0.21,True,-999.4137847376085,0.03278,407.9109958209999,100000
Parallel PIAP,same_asset,0.2,12.0,1.0,0.0,high,growth,0.0,True,-1175.82010020594,0.09371,210.67147073520817,100000
Parallel PIAP,same_asset,0.2,12.0,1.5,0.0,low,preservation,,False,,,,100000
Parallel PIAP,same_asset,0.2,12.0,1.5,0.0,low,balanced,,False,,,,100000
Parallel PIAP,same_asset,0.2,12.0,1.5,0.0,low,growth,,False,,,,100000
Parallel PIAP,same_asset,0.2,12.0,1.5,0.0,base,preservation,,False,,,,100000
Parallel PIAP,same_asset,0.2,12.0,1.5,0.0,base,balanced,,False,,,,100000
Parallel PIAP,same_asset,0.2,12.0,1.5,0.0,base,growth,,False,,,,100000
Parallel PIAP,same_asset,0.2,12.0,1.5,0.0,high,preservation,,False,,,,100000
Parallel PIAP,same_asset,0.2,12.0,1.5,0.0,high,balanced,0.22,True,-997.3040860935519,0.03278,534.6314516376356,100000
Parallel PIAP,same_asset,0.2,12.0,1.5,0.0,high,growth,0.0,True,-1190.266435314048,0.09371,325.40554701941824,100000
Parallel PIAP,same_asset,0.2,15.0,0.0,0.0,low,preservation,,False,,,,100000
Parallel PIAP,same_asset,0.2,15.0,0.0,0.0,low,balanced,,False,,,,100000
Parallel PIAP,same_asset,0.2,15.0,0.0,0.0,low,growth,,False,,,,100000
Parallel PIAP,same_asset,0.2,15.0,0.0,0.0,base,preservation,,False,,,,100000
Parallel PIAP,same_asset,0.2,15.0,0.0,0.0,base,balanced,,False,,,,100000
Parallel PIAP,same_asset,0.2,15.0,0.0,0.0,base,growth,,False,,,,100000
Parallel PIAP,same_asset,0.2,15.0,0.0,0.0,high,preservation,,False,,,,100000
Parallel PIAP,same_asset,0.2,15.0,0.0,0.0,high,balanced,0.2,True,-996.1278265476358,0.03329,177.47908515746607,100000
