experiment,strategy,topology,rho,loe_year,acceleration_years,rnd_cost_synergy,commercial_cost_synergy,cannibalization,n_runs,eNPV_usd_m,se_eNPV_usd_m,median_NPV_usd_m,sd_NPV_usd_m,P5_NPV_usd_m,P10_NPV_usd_m,CVaR5_NPV_usd_m,probability_NPV_negative,eDevCost_usd_m,ePI,delta_eNPV_usd_m,paired_se_delta_eNPV_usd_m,paired_95ci_low_delta_eNPV_usd_m,paired_95ci_high_delta_eNPV_usd_m,mean_launches,sd_launches,p_zero_launches,mean_pairwise_launch_correlation,effective_breadth_variance_ratio,mean_protected_runway_per_launch_years,mean_launches_before_loe,probability_at_least_one_launch_before_loe,mean_peak_annual_RnD_linear_proxy_usd_m,low_capacity_breach_probability,low_breach_half_width,base_capacity_breach_probability,base_breach_half_width,high_capacity_breach_probability,high_breach_half_width
E4,Parallel PIAP,same_asset,0.2,18.0,1.0,0.2,0.0,0.0,100000,896.5136547057548,5.763829925194932,798.4942292925291,1822.6830609453914,-1007.1575540738271,-760.589774214128,-1210.5582047538815,0.44235,934.339503028258,0.9595159487532026,392.6787951966955,5.165551388071449,382.55431447607543,402.80327591731555,0.90318,1.026935457350819,0.44149,0.0749037366494361,4.365023822645301,12.834396244380965,0.90318,0.55851,348.78923333333336,0.44542,0.0030805128862930603,0.44149,0.003077740387595809,0.03329,0.0011118880802375752
E4,Parallel PIAP,same_asset,0.2,18.0,1.0,0.21,0.0,0.0,100000,905.9060130431735,5.771786358699344,809.6536561852457,1825.199106137953,-999.4137847376085,-755.9281021261556,-1199.272081814949,0.44186,924.9471446908395,0.9794138165008007,402.07115353411416,5.171435043346816,391.9351408491544,412.20716621907394,0.90318,1.026935457350819,0.44149,0.0749037366494361,4.365023822645301,12.834396244380965,0.90318,0.55851,345.09062833333337,0.44542,0.0030805128862930603,0.44149,0.003077740387595809,0.03278,0.0011036291936087953
E4,Parallel PIAP,same_asset,0.2,18.0,1.0,0.22,0.0,0.0,100000,915.2983713805921,5.7797599362076335,820.8130830779625,1827.7205727405617,-991.6700154013897,-751.2664300381832,-1191.5397136330243,0.44183,915.5547863534208,0.9997199348671968,411.4635118715328,5.177343378426033,401.31591884981776,421.6111048932478,0.90318,1.026935457350819,0.44149,0.0749037366494361,4.365023822645301,12.834396244380965,0.90318,0.55851,341.3920233333334,0.44527,0.003080410647084833,0.44149,0.003077740387595809,0.03278,0.0011036291936087953
E4,Parallel PIAP,same_asset,0.2,18.0,1.0,0.23,0.0,0.0,100000,924.6907297180107,5.787750586863753,831.9725099706791,1830.2474383465674,-983.9262460651711,-746.6047579502108,-1180.2572979389313,0.44165,906.1624280160022,1.0204469983847988,420.85587020895144,5.183276308912745,410.6966486434825,431.0150917744204,0.90318,1.026935457350819,0.44149,0.0749037366494361,4.365023822645301,12.834396244380965,0.90318,0.55851,337.69341833333334,0.44524,0.003080390165163887,0.44149,0.003077740387595809,0.03278,0.0011036291936087953
E4,Parallel PIAP,same_asset,0.2,18.0,1.0,0.24,0.0,0.0,100000,934.0830880554295,5.795758240051112,843.1319368633958,1832.7796806250435,-976.1824767289525,-741.9430858622384,-1168.9748822448382,0.44164,896.7700696785836,1.0416082334128518,430.2482285463701,5.1892337504460295,420.0773303954959,440.41912669724434,0.90318,1.026935457350819,0.44149,0.0749037366494361,4.365023822645301,12.834396244380965,0.90318,0.55851,333.99481333333335,0.44293,0.003078778924846927,0.44149,0.003077740387595809,0.03278,0.0011036291936087953
E4,Parallel PIAP,same_asset,0.2,18.0,1.0,0.25,0.0,0.0,100000,943.4754463928481,5.803782825393007,854.2913637561124,1835.3172773209226,-968.4387073927337,-737.281413774266,-1157.692466550745,0.44164,887.3777113411647,1.06321742628277,439.6405868837887,5.1952156187041965,429.4579642711285,449.82320949644895,0.90318,1.026935457350819,0.44149,0.0749037366494361,4.365023822645301,12.834396244380965,0.90318,0.55851,330.29620833333337,0.4429,0.0030787575561320186,0.44149,0.003077740387595809,0.03278,0.0011036291936087953
E4,Parallel PIAP,same_asset,0.2,18.0,1.0,0.26,0.0,0.0,100000,952.8678047302668,5.811824272753016,865.4507906488291,1837.8602062551204,-960.6949380565151,-732.6197416862934,-1146.4100508566519,0.44163,877.9853530037462,1.0852889532499992,449.03294522120746,5.201221829408518,438.8385504355668,459.2273400068481,0.90318,1.026935457350819,0.44149,0.0749037366494361,4.365023822645301,12.834396244380965,0.90318,0.55851,326.5976033333334,0.44245,0.003078435659870123,0.44149,0.003077740387595809,0.03278,0.0011036291936087953
E4,Parallel PIAP,same_asset,0.2,18.0,1.0,0.27,0.0,0.0,100000,962.2601630676853,5.819882512235382,876.6102175415458,1840.4084453246574,-952.9511687202964,-727.958069598321,-1135.1276351625588,0.44163,868.5929946663275,1.1078378123891506,458.425303558626,5.207252298326938,448.21908905390524,468.6315180633468,0.90318,1.026935457350819,0.44149,0.0749037366494361,4.365023822645301,12.834396244380965,0.90318,0.55851,322.89899833333334,0.44245,0.003078435659870123,0.44149,0.003077740387595809,0.03278,0.0011036291936087953
E4,Parallel PIAP,same_asset,0.2,18.0,1.0,0.28,0.0,0.0,100000,971.6525214051042,5.8279574741853715,887.7696444342625,1842.9619725027737,-945.2073993840777,-723.2963975103486,-1123.8452194684658,0.44163,859.2006363289089,1.130879657581105,467.81766189604485,5.213306941277721,457.5995802911405,478.0357435009492,0.90318,1.026935457350819,0.44149,0.0749037366494361,4.365023822645301,12.834396244380965,0.90318,0.55851,319.20039333333335,0.44233,0.0030783493883861854,0.44149,0.003077740387595809,0.03278,0.0011036291936087953
E4,Parallel PIAP,same_asset,0.2,18.0,1.0,0.29,0.0,0.0,100000,981.0448797425227,5.836049089189608,898.929071326979,1845.5207658390316,-937.463630047859,-718.6347254223762,-1112.5628037743725,0.44163,849.8082779914904,1.1544308347539378,477.21002023346335,5.219385674133075,466.9800243121625,487.4400161547642,0.90318,1.026935457350819,0.44149,0.0749037366494361,4.365023822645301,12.834396244380965,0.90318,0.55851,315.50178833333337,0.44233,0.0030783493883861854,0.44149,0.003077740387595809,0.03278,0.0011036291936087953
E4,Parallel PIAP,same_asset,0.2,18.0,1.0,0.3,0.0,0.0,100000,990.4372380799413,5.84415728807639,910.0884982196958,1848.084803459419,-929.7198607116404,-713.9730533344037,-1101.2803880802794,0.44163,840.4159196540717,1.1785084205539809,486.602378570882,5.225488412822719,476.3604212817495,496.84433586001455,0.90318,1.026935457350819,0.44149,0.0749037366494361,4.365023822645301,12.834396244380965,0.90318,0.55851,311.8031833333334,0.44231,0.003078334992099203,0.44149,0.003077740387595809,0.02413,0.000951109929992112
E4,Parallel PIAP,same_asset,0.2,12.0,1.5,0.0,0.0,0.0,100000,-146.16354544028337,2.689998260761384,-367.38747161078277,850.6521405897521,-1190.266435314048,-977.2429294063452,-1381.930518678949,0.64827,1133.9776752084815,-0.1288945528962122,325.40554701941824,2.394964884249967,320.7114158462883,330.0996781925482,0.90318,1.026935457350819,0.44149,0.0749037366494361,4.365023822645301,7.251594366571448,0.90318,0.55851,503.7046666666667,0.91996,0.0016818764271296508,0.79209,0.0025152492361335487,0.09371,0.0018062698562325617
E4,Parallel PIAP,same_asset,0.2,12.0,1.5,0.01,0.0,0.0,100000,-136.65327704854624,2.695901740755627,-352.9129717487572,852.5189848800566,-1179.296105378502,-959.6141006205328,-1369.7698817901096,0.64827,1124.4674068167444,-0.12152711249799414,334.91581541115545,2.4008794581137427,330.2100916732525,339.6215391490584,0.90318,1.026935457350819,0.44149,0.0749037366494361,4.365023822645301,7.251594366571448,0.90318,0.55851,499.196835,0.91996,0.0016818764271296508,0.79209,0.0025152492361335487,0.09361,0.0018054054397963909
E4,Parallel PIAP,same_asset,0.2,12.0,1.5,0.02,0.0,0.0,100000,-127.14300865680909,2.7018554686705722,-338.43847188673163,854.4017189580718,-1168.325775442956,-941.9852718347205,-1357.6092449012701,0.64827,1114.957138425007,-0.11403398774271431,344.42608380289255,2.4068503843946205,339.7086570494791,349.143510556306,0.90318,1.026935457350819,0.44149,0.0749037366494361,4.365023822645301,7.251594366571448,0.90318,0.55851,494.68900333333346,0.91996,0.0016818764271296508,0.79209,0.0025152492361335487,0.09361,0.0018054054397963909
E4,Parallel PIAP,same_asset,0.2,12.0,1.5,0.03,0.0,0.0,100000,-117.63274026507194,2.7078591130682645,-323.96397202470604,856.3002380139135,-1157.3554455074102,-924.3564430489081,-1345.4486080124307,0.64657,1105.44687003327,-0.1064119348056335,353.93635219462976,2.412877244742143,349.20711279493514,358.6655915943244,0.90318,1.026935457350819,0.44149,0.0749037366494361,4.365023822645301,7.251594366571448,0.90318,0.55851,490.1811716666667,0.91937,0.0016875224738917107,0.79209,0.0025152492361335487,0.09357,0.0018050594977234405
E4,Parallel PIAP,same_asset,0.2,12.0,1.5,0.04,0.0,0.0,100000,-108.12247187333479,2.713912342676993,-309.48947216268044,858.2144372902687,-1146.3851155718642,-906.7276142630958,-1333.287971123591,0.63168,1095.9366016415327,-0.09865759726555817,363.44662058636686,2.418959621075608,358.70545972905865,368.1877814436751,0.90318,1.026935457350819,0.44149,0.0749037366494361,4.365023822645301,7.251594366571448,0.90318,0.55851,485.67334,0.91937,0.0016875224738917107,0.79209,0.0025152492361335487,0.09357,0.0018050594977234405
E4,Parallel PIAP,same_asset,0.2,12.0,1.5,0.05,0.0,0.0,100000,-98.61220348159762,2.720014826450053,-295.0149723006549,860.1442121009776,-1135.4147856363181,-889.0987854772834,-1321.4142623543808,0.57137,1086.4263332497956,-0.090767501176653,372.9568889781041,2.4250970956767843,368.2036986705776,377.71007928563057,0.90318,1.026935457350819,0.44149,0.0749037366494361,4.365023822645301,7.251594366571448,0.90318,0.55851,481.16550833333343,0.91915,0.0016896209244798076,0.79209,0.0025152492361335487,0.09357,0.0018050594977234405
E4,Parallel PIAP,same_asset,0.2,12.0,1.5,0.06,0.0,0.0,100000,-89.10193508986046,2.726166233623257,-280.5404724386293,862.0894578492197,-1124.444455700772,-871.469956691471,-1309.257701003946,0.57137,1076.9160648580585,-0.08273804987912817,382.4671573698412,2.4312892512804,377.7018304373316,387.23248430235077,0.90318,1.026935457350819,0.44149,0.0749037366494361,4.365023822645301,7.251594366571448,0.90318,0.55851,476.6576766666667,0.91911,0.0016900020628053685,0.79209,0.0025152492361335487,0.09357,0.0018050594977234405
E4,Parallel PIAP,same_asset,0.2,12.0,1.5,0.07,0.0,0.0,100000,-79.59166669812332,2.732366233771202,-267.1359480813179,864.0500700453084,-1114.54410126994,-853.8411279056587,-1346.1625748683698,0.57137,1067.4057964663211,-0.07456551853251492,391.9774257615784,2.437535671162404,387.1998558461001,396.7549956770567,0.90318,1.026935457350819,0.44149,0.0749037366494361,4.365023822645301,7.251594366571448,0.90318,0.55851,472.149845,0.91911,0.0016900020628053685,0.77755,0.002577724143495576,0.09357,0.0018050594977234405
E4,Parallel PIAP,same_asset,0.2,12.0,1.5,0.08,0.0,0.0,100000,-70.08139830638616,2.738614496862299,-255.81577714307912,866.0259443240915,-1106.7281002581808,-846.8535036563206,-1334.539453796626,0.55937,1057.8955280745843,-0.06624604835407268,401.4876941533155,2.443835939225996,396.69777571243253,406.27761259419844,0.90318,1.026935457350819,0.44149,0.0749037366494361,4.365023822645301,7.251594366571448,0.90318,0.55851,467.6420133333334,0.91909,0.001690192586100886,0.77755,0.002577724143495576,0.06044,0.0014770002159317378
E4,Parallel PIAP,same_asset,0.2,12.0,1.5,0.09,0.0,0.0,100000,-60.571129914649056,2.7449106933125482,-244.49560620484033,868.0169764619569,-1098.9120992464218,-842.1918315683482,-1322.9163327248825,0.55918,1048.3852596828472,-0.05777564054360394,410.99796254505264,2.4501896400854304,406.1955908504852,415.8003342396201,0.90318,1.026935457350819,0.44149,0.0749037366494361,4.365023822645301,7.251594366571448,0.90318,0.55851,463.13418166666673,0.91909,0.001690192586100886,0.77755,0.002577724143495576,0.06044,0.0014770002159317378
E4,Parallel PIAP,same_asset,0.2,12.0,1.5,0.1,0.0,0.0,100000,-51.060861522911864,2.751254494038077,-233.17543526660148,870.0230623934469,-1091.0960982346623,-837.5301594803758,-1313.0589165054812,0.55918,1038.8749912911098,-0.049150149874580794,420.5082309367898,2.4565963591476003,415.6933020728605,425.3231598007191,0.90318,1.026935457350819,0.44149,0.0749037366494361,4.365023822645301,7.251594366571448,0.90318,0.55851,458.62635,0.87266,0.0020661461055187747,0.77419,0.0025915013261162724,0.06044,0.0014770002159317378
E4,Parallel PIAP,same_asset,0.2,12.0,1.5,0.11,0.0,0.0,100000,-41.55059313117471,2.7576455705064356,-221.8552643283627,872.0440982274787,-1083.2800972229034,-832.8684873924033,-1301.5054756755549,0.55914,1029.3647228993725,-0.04036527793000398,430.018499328527,2.4630556826914067,425.19091019045186,434.84608846660217,0.90318,1.026935457350819,0.44149,0.0749037366494361,4.365023822645301,7.251594366571448,0.90318,0.55851,454.11851833333344,0.87266,0.0020661461055187747,0.77409,0.002591907674997395,0.04377,0.0012680183167579245
E4,Parallel PIAP,same_asset,0.2,12.0,1.5,0.12,0.0,0.0,100000,-32.04032473943756,2.764083594786656,-210.5350933901239,874.0799802631751,-1075.4640962111441,-828.2068153044308,-1290.4801907784017,0.55908,1019.8544545076355,-0.03141656595980253,439.52876772026406,2.469567197944921,434.688416012292,444.3691194282361,0.90318,1.026935457350819,0.44149,0.0749037366494361,4.365023822645301,7.251594366571448,0.90318,0.55851,449.6106866666667,0.87266,0.0020661461055187747,0.774,0.002592273207823589,0.03729,0.0011743566314601369
E4,Parallel PIAP,same_asset,0.2,12.0,1.5,0.13,0.0,0.0,100000,-22.530056347700405,2.7705682395980786,-199.21492245188512,876.1306050053039,-1067.648095199385,-823.5451432164584,-1278.9500045694772,0.55908,1010.3441861158982,-0.022299387334838335,449.0390361120013,2.476130493160354,444.185820345407,453.89225187859563,0.90318,1.026935457350819,0.44149,0.0749037366494361,4.365023822645301,7.251594366571448,0.90318,0.55851,445.102855,0.87266,0.0020661461055187747,0.77396,0.0025924356117856427,0.03729,0.0011743566314601369
E4,Parallel PIAP,same_asset,0.2,12.0,1.5,0.14,0.0,0.0,100000,-13.019787955963249,2.777099178357946,-187.8947515136463,878.1958691793295,-1059.8320941876257,-818.883471128486,-1267.4198183605524,0.55908,1000.833917724161,-0.013008939570682717,458.5493045037384,2.4827451576868405,453.6831239946722,463.41548501280465,0.90318,1.026935457350819,0.44149,0.0749037366494361,4.365023822645301,7.251594366571448,0.90318,0.55851,440.59502333333336,0.87266,0.0020661461055187747,0.77396,0.0025924356117856427,0.03729,0.0011743566314601369
E4,Parallel PIAP,same_asset,0.2,12.0,1.5,0.15,0.0,0.0,100000,-3.509519564226105,2.783676085227782,-176.5745805754075,880.2756697460785,-1052.0160931758664,-814.2217990405136,-1256.0301485697444,0.55908,991.3236493324238,-0.003540235892273409,468.05957289547564,2.4894107820410594,463.1803277626752,472.9388180282761,0.90318,1.026935457350819,0.44149,0.0749037366494361,4.365023822645301,7.251594366571448,0.90318,0.55851,436.08719166666674,0.87266,0.0020661461055187747,0.7739,0.0025926791542032345,0.03634,0.0011598730272880733
E4,Parallel PIAP,same_asset,0.2,12.0,1.5,0.16,0.0,0.0,100000,6.000748827511041,2.7902986351585515,-165.25440963716872,882.3699039160207,-1044.2000921641072,-809.5601269525412,-1268.1921589336937,0.55908,981.8133809406868,0.006111903691678813,477.5698412872127,2.496126957975699,472.6774324495803,482.46225012484507,0.90318,1.026935457350819,0.44149,0.0749037366494361,4.365023822645301,7.251594366571448,0.90318,0.55851,431.57936,0.87266,0.0020661461055187747,0.7739,0.0025926791542032345,0.03466,0.0011337322523022797
E4,Parallel PIAP,same_asset,0.2,12.0,1.5,0.17,0.0,0.0,100000,15.511017219248226,2.796966503934609,-153.9342386989299,884.4784691631668,-1036.384091152348,-804.8984548645687,-1256.769670947278,0.55908,972.3031125489497,0.015952861838100244,487.08010967894984,2.5028932785457845,482.1744388530001,491.9857805048996,0.90318,1.026935457350819,0.44149,0.0749037366494361,4.365023822645301,7.251594366571448,0.90318,0.55851,427.07152833333345,0.87266,0.0020661461055187747,0.7739,0.0025926791542032345,0.03329,0.0011118880802375752
E4,Parallel PIAP,same_asset,0.2,12.0,1.5,0.18,0.0,0.0,100000,25.021285610985352,2.803679368216453,-142.61406776069114,886.6012632385887,-1028.5680901405888,-800.2367827765963,-1245.2272979959068,0.55726,962.7928441572127,0.025988233879000115,496.59037807068705,2.509709338172894,491.67134776786816,501.50940837350595,0.90318,1.026935457350819,0.44149,0.0749037366494361,4.365023822645301,7.251594366571448,0.90318,0.55851,422.5636966666667,0.87266,0.0020661461055187747,0.7739,0.0025926791542032345,0.03329,0.0011118880802375752
E4,Parallel PIAP,same_asset,0.2,12.0,1.5,0.19,0.0,0.0,100000,34.53155400272252,2.8104369055822875,-131.29389682245233,888.7381841835618,-1020.7520891288295,-795.5751106886238,-1233.7255494722226,0.55726,953.2825757654754,0.03622383843006263,506.10064646242427,2.516574732707275,501.168159986318,511.0331329385305,0.90318,1.026935457350819,0.44149,0.0749037366494361,4.365023822645301,7.251594366571448,0.90318,0.55851,418.055865,0.87266,0.0020661461055187747,0.7739,0.0025926791542032345,0.03329,0.0011118880802375752
E4,Parallel PIAP,same_asset,0.2,12.0,1.5,0.2,0.0,0.0,100000,44.04182239445971,2.817238794568396,-119.97372588421351,890.8891303423334,-1012.9360881170703,-790.9134386006514,-1222.1851188627227,0.55674,943.7723073737383,0.04666572864064652,515.6109148541614,2.523489059487889,510.6648762975651,520.5569534107576,0.90318,1.026935457350819,0.44149,0.0749037366494361,4.365023822645301,7.251594366571448,0.90318,0.55851,413.54803333333336,0.87266,0.0020661461055187747,0.7739,0.0025926791542032345,0.03329,0.0011118880802375752
E4,Parallel PIAP,same_asset,0.2,12.0,1.5,0.21,0.0,0.0,100000,53.55209078619682,2.82408471470835,-108.65355494597475,893.0540003745207,-1005.1200871053111,-786.251766512679,-1210.6446882532223,0.55653,934.2620389820013,0.05732020413089749,525.1211832458986,2.5304519174004003,520.1614974877938,530.0808690040034,0.90318,1.026935457350819,0.44149,0.0749037366494361,4.365023822645301,7.251594366571448,0.90318,0.55851,409.0402016666667,0.87266,0.0020661461055187747,0.7739,0.0025926791542032345,0.03278,0.0011036291936087953
E4,Parallel PIAP,same_asset,0.2,12.0,1.5,0.22,0.0,0.0,100000,63.062359177933985,2.830974346571054,-97.33338400773593,895.232693267142,-997.3040860935519,-781.5900944247065,-1199.1042576437221,0.55653,924.751770590264,0.06819382366543794,534.6314516376356,2.537462906933136,529.6580243400466,539.6048789352245,0.90318,1.026935457350819,0.44149,0.0749037366494361,4.365023822645301,7.251594366571448,0.90318,0.55851,404.53237,0.87266,0.0020661461055187747,0.7739,0.0025926791542032345,0.03278,0.0011036291936087953
E4,Parallel PIAP,same_asset,0.2,12.0,1.5,0.23,0.0,0.0,100000,72.57262756967116,2.8379073717976393,-86.01321306949711,897.4251083462834,-989.4880850817926,-776.9284223367341,-1187.563827034222,0.55651,915.2415021985265,0.07929341861720919,544.1417200293728,2.5445216302310483,539.1544576341199,549.1289824246256,0.90318,1.026935457350819,0.44149,0.0749037366494361,4.365023822645301,7.251594366571448,0.90318,0.55851,400.0245383333333,0.87266,0.0020661461055187747,0.7739,0.0025926791542032345,0.03278,0.0011036291936087953
E4,Parallel PIAP,same_asset,0.2,12.0,1.5,0.24,0.0,0.0,100000,82.08289596140828,2.844883473137216,-79.57059391826517,899.6311452884048,-981.6720840700335,-772.2667502487617,-1179.4801230603664,0.55651,905.7312338067898,0.09062610727954444,553.65198842111,2.55162769114769,548.6507981464605,558.6531786957595,0.90318,1.026935457350819,0.44149,0.0749037366494361,4.365023822645301,7.251594366571448,0.90318,0.55851,395.5167066666667,0.87266,0.0020661461055187747,0.7739,0.0025926791542032345,0.03278,0.0011036291936087953
E4,Parallel PIAP,same_asset,0.2,12.0,1.5,0.25,0.0,0.0,100000,91.59316435314544,2.851902334481506,-74.90892183029274,901.8507041312916,-973.8560830582743,-767.6050781607892,-1167.9419793218462,0.55651,896.2209654150524,0.10219931008947929,563.1622568128471,2.558780695295246,558.1470466500684,568.1774669756257,0.90318,1.026935457350819,0.44149,0.0749037366494361,4.365023822645301,7.251594366571448,0.90318,0.55851,391.008875,0.87266,0.0020661461055187747,0.7739,0.0025926791542032345,0.03278,0.0011036291936087953
E4,Parallel PIAP,same_asset,0.2,12.0,1.5,0.26,0.0,0.0,100000,101.1034327448826,2.8589636408983536,-70.2472497423203,904.0836852846518,-966.0400820465151,-752.313721335446,-1156.4038355833259,0.53637,886.7106970233151,0.11402076583071175,572.6725252045842,2.565980250092635,567.6432039144026,577.7018464947657,0.90318,1.026935457350819,0.44149,0.0749037366494361,4.365023822645301,7.251594366571448,0.90318,0.55851,386.50104333333326,0.87266,0.0020661461055187747,0.7739,0.0025926791542032345,0.03278,0.0011036291936087953
E4,Parallel PIAP,same_asset,0.2,12.0,1.5,0.27,0.0,0.0,100000,110.61370113661978,2.8660670786641376,-65.58557765434786,906.3299895403652,-958.2240810347558,-731.5305636258468,-1144.8656918448062,0.53637,877.2004286315781,0.1260985488905606,582.1827935963215,2.573225964811721,577.1392707052905,587.2263164873525,0.90318,1.026935457350819,0.44149,0.0749037366494361,4.365023822645301,7.251594366571448,0.90318,0.55851,381.9932116666667,0.87266,0.0020661461055187747,0.7739,0.0025926791542032345,0.03278,0.0011036291936087953
E4,Parallel PIAP,same_asset,0.2,12.0,1.5,0.28,0.0,0.0,100000,120.12396952835694,2.873212335295098,-60.923905566375424,908.5895180823909,-950.4080800229966,-723.2963975103486,-1133.327548106286,0.53235,867.690160239841,0.138441087651787,591.6930619880585,2.580517450621653,586.6352477848401,596.7508761912769,0.90318,1.026935457350819,0.44149,0.0749037366494361,4.365023822645301,7.251594366571448,0.90318,0.55851,377.48538,0.87266,0.0020661461055187747,0.76761,0.0026177917895750225,0.03278,0.0011036291936087953
E4,Parallel PIAP,same_asset,0.2,12.0,1.5,0.29,0.0,0.0,100000,129.6342379200941,2.8803990995775828,-56.262233478403004,910.8621724963306,-942.5920790112374,-718.6347254223762,-1121.7894043677659,0.53169,858.179891848104,0.15105718410731428,601.2033303797957,2.5878543206313696,596.1311359113582,606.2755248482332,0.90318,1.026935457350819,0.44149,0.0749037366494361,4.365023822645301,7.251594366571448,0.90318,0.55851,372.97754833333346,0.87266,0.0020661461055187747,0.76761,0.0026177917895750225,0.03278,0.0011036291936087953
E4,Parallel PIAP,same_asset,0.2,12.0,1.5,0.3,0.0,0.0,100000,139.1445063118312,2.8876270615972373,-51.600561390430556,913.1478547786605,-934.7760779994783,-713.9730533344037,-1110.251260629246,0.53169,848.6696234563667,0.16395603479377407,610.7135987715329,2.595236189930298,605.6269358392695,615.8002617037963,0.90318,1.026935457350819,0.44149,0.0749037366494361,4.365023822645301,7.251594366571448,0.90318,0.55851,368.4697166666667,0.84921,0.0022179405024874764,0.76591,0.0026244383305595886,0.02413,0.000951109929992112
E4,Parallel PIAP,same_asset,0.2,15.0,1.5,0.0,0.0,0.0,100000,407.4571452446485,4.5829418429848285,245.58080789599532,1449.2534607921825,-1190.266435314048,-909.8176432046507,-1381.328399037285,0.47314,1133.9776752084815,0.35931672567516604,322.0709995789015,4.047995750690414,314.1369279075483,330.0050712502547,0.90318,1.026935457350819,0.44149,0.0749037366494361,4.365023822645301,10.251594366571448,0.90318,0.55851,503.7046666666667,0.76264,0.002637057673060337,0.49022,0.00309843921532529,0.09357,0.0018050594977234405
E4,Parallel PIAP,same_asset,0.2,15.0,1.5,0.01,0.0,0.0,100000,416.9674136363856,4.5904077602157685,260.0553077580209,1451.6143911193892,-1179.296105378502,-901.6518011901987,-1369.4120848632854,0.47314,1124.4674068167444,0.37081324999608384,331.5812679706386,4.054027259359698,323.63537454229356,339.5271613989836,0.90318,1.026935457350819,0.44149,0.0749037366494361,4.365023822645301,10.251594366571448,0.90318,0.55851,499.196835,0.76264,0.002637057673060337,0.47894,0.003096281898888149,0.09357,0.0018050594977234405
E4,Parallel PIAP,same_asset,0.2,15.0,1.5,0.02,0.0,0.0,100000,426.4776820281228,4.59789866121286,274.5298076200465,1453.983222007153,-1168.325775442956,-893.4859591757466,-1357.3965782875425,0.47314,1114.957138425007,0.38250589850527067,341.0915363623757,4.060091829813862,333.1337563759405,349.04931634881086,0.90318,1.026935457350819,0.44149,0.0749037366494361,4.365023822645301,10.251594366571448,0.90318,0.55851,494.68900333333346,0.76264,0.002637057673060337,0.47894,0.003096281898888149,0.09357,0.0018050594977234405
E4,Parallel PIAP,same_asset,0.2,15.0,1.5,0.03,0.0,0.0,100000,435.9879504198599,4.605414424064659,289.004307482072,1456.3599149036895,-1157.3554455074102,-885.3201171612947,-1345.3810717117997,0.47314,1105.44687003327,0.39439973302989967,350.6018047541129,4.066189314121632,342.6320736984345,358.57153580979127,0.90318,1.026935457350819,0.44149,0.0749037366494361,4.365023822645301,10.251594366571448,0.90318,0.55851,490.1811716666667,0.76264,0.002637057673060337,0.47787,0.0030959951981955006,0.09357,0.0018050594977234405
E4,Parallel PIAP,same_asset,0.2,15.0,1.5,0.04,0.0,0.0,100000,445.4982188115971,4.612954927250916,303.4788073440976,1458.7444313809226,-1146.3851155718642,-877.1542751468427,-1333.3655651360566,0.46186,1095.9366016415327,0.4064999910983118,360.11207314585,4.072319564437268,352.13032679955296,368.093819492147,0.90318,1.026935457350819,0.44149,0.0749037366494361,4.365023822645301,10.251594366571448,0.90318,0.55851,485.67334,0.76264,0.002637057673060337,0.47614,0.0030955015403915406,0.09357,0.0018050594977234405
E4,Parallel PIAP,same_asset,0.2,15.0,1.5,0.05,0.0,0.0,100000,455.00848720333425,4.62052004964594,317.9533072061232,1461.1367331355448,-1135.4147856363181,-868.9884331323906,-1321.3500585603138,0.46186,1086.4263332497956,0.41881209363020555,369.6223415375872,4.078482433011823,361.628515968884,377.6161671062904,0.90318,1.026935457350819,0.44149,0.0749037366494361,4.365023822645301,10.251594366571448,0.90318,0.55851,481.16550833333343,0.76264,0.002637057673060337,0.47583,0.003095409148919994,0.09357,0.0018050594977234405
E4,Parallel PIAP,same_asset,0.2,15.0,1.5,0.06,0.0,0.0,100000,464.5187555950714,4.628109670521825,332.42780706814875,1463.5367819900407,-1124.444455700772,-860.8225911179386,-1309.3345519845707,0.45906,1076.9160648580585,0.43134165303430283,379.13260992932436,4.084677772204246,371.12664149580405,387.13857836284467,0.90318,1.026935457350819,0.44149,0.0749037366494361,4.365023822645301,10.251594366571448,0.90318,0.55851,476.6576766666667,0.76264,0.002637057673060337,0.47566,0.0030953579750959983,0.09357,0.0018050594977234405
E4,Parallel PIAP,same_asset,0.2,15.0,1.5,0.07,0.0,0.0,100000,474.02902398680857,4.635723669551613,345.83233142546015,1465.9445398936848,-1114.54410126994,-852.6567491034866,-1347.6817831486896,0.45906,1067.4057964663211,0.4440944817388999,388.6428783210615,4.090905434492316,380.62470366945655,396.6610529726665,0.90318,1.026935457350819,0.44149,0.0749037366494361,4.365023822645301,10.251594366571448,0.90318,0.55851,472.149845,0.76264,0.002637057673060337,0.47531,0.003095251485133704,0.09357,0.0018050594977234405
E4,Parallel PIAP,same_asset,0.2,15.0,1.5,0.08,0.0,0.0,100000,483.5392923785457,4.643361926812339,357.15250236369894,1468.3599689235064,-1106.7281002581808,-844.4909070890345,-1336.2516348731103,0.45829,1057.8955280745843,0.45707660118254606,398.1531467127986,4.0971652724834025,390.12270277873114,406.1835906468661,0.90318,1.026935457350819,0.44149,0.0749037366494361,4.365023822645301,10.251594366571448,0.90318,0.55851,467.6420133333334,0.76264,0.002637057673060337,0.47531,0.003095251485133704,0.06044,0.0014770002159317378
