experiment,strategy,topology,rho,loe_year,acceleration_years,rnd_cost_synergy,commercial_cost_synergy,cannibalization,n_runs,eNPV_usd_m,se_eNPV_usd_m,median_NPV_usd_m,sd_NPV_usd_m,P5_NPV_usd_m,P10_NPV_usd_m,CVaR5_NPV_usd_m,probability_NPV_negative,eDevCost_usd_m,ePI,delta_eNPV_usd_m,paired_se_delta_eNPV_usd_m,paired_95ci_low_delta_eNPV_usd_m,paired_95ci_high_delta_eNPV_usd_m,mean_launches,sd_launches,p_zero_launches,mean_pairwise_launch_correlation,effective_breadth_variance_ratio,mean_protected_runway_per_launch_years,mean_launches_before_loe,probability_at_least_one_launch_before_loe,mean_peak_annual_RnD_linear_proxy_usd_m,low_capacity_breach_probability,low_breach_half_width,base_capacity_breach_probability,base_breach_half_width,high_capacity_breach_probability,high_breach_half_width
E4,Parallel PIAP,same_asset,0.0,12.0,0.0,0.1,0.0,0.0,100000,-379.75205798550206,1.4164834006052625,-406.781945586423,447.93138137333585,-1070.035845375231,-939.7749297754672,-1187.1169274191761,0.83338,1009.1496395505178,-0.3763089665816521,91.81703447419959,0.10018484583496245,91.62067217636306,92.01339677203612,0.90862,0.8799076303649036,0.3739,0.0008345714138451039,5.975087264523593,6.0,0.90862,0.6261,304.9892,0.99397,0.0004798454330986169,0.95423,0.0012953080384038383,0.05673,0.0014337732526287412
E4,Parallel PIAP,same_asset,0.0,12.0,0.0,0.11,0.0,0.0,100000,-370.5703545380821,1.418875140608549,-398.87281120041644,448.68771597146826,-1059.1824853350556,-926.2805807249881,-1176.9182756137177,0.799,999.9679361030978,-0.37058223684871816,100.99873792161956,0.11020333041845867,100.78273939399939,101.21473644923974,0.90862,0.8799076303649036,0.3739,0.0008345714138451039,5.975087264523593,6.0,0.90862,0.6261,302.17638666666664,0.99397,0.0004798454330986169,0.95423,0.0012953080384038383,0.0371,0.0011714766038807604
E4,Parallel PIAP,same_asset,0.0,12.0,0.0,0.12,0.0,0.0,100000,-361.38865109066217,1.4213334742945831,-390.96367681440995,449.4651093411268,-1048.3291252948802,-912.7862316745093,-1166.719623808259,0.799,990.7862326556778,-0.36474936689623283,110.18044136903951,0.1202218150019549,109.94480661163568,110.41607612644334,0.90862,0.8799076303649036,0.3739,0.0008345714138451039,5.975087264523593,6.0,0.90862,0.6261,299.36357333333336,0.99397,0.0004798454330986169,0.95194,0.0013257228524629118,0.02725,0.0010091133330800857
E4,Parallel PIAP,same_asset,0.0,12.0,0.0,0.13,0.0,0.0,100000,-352.2069476432422,1.4238580567354284,-383.0545424284034,450.2634524065206,-1037.475765254705,-899.2918826240302,-1156.5209720028006,0.799,981.604529208258,-0.3588073782904456,119.36214481645948,0.13024029958545114,119.10687382927199,119.61741580364696,0.90862,0.8799076303649036,0.3739,0.0008345714138451039,5.975087264523593,6.0,0.90862,0.6261,296.55076,0.99397,0.0004798454330986169,0.95194,0.0013257228524629118,0.02725,0.0010091133330800857
E4,Parallel PIAP,same_asset,0.0,12.0,0.0,0.14,0.0,0.0,100000,-343.02524419582215,1.4264485361824906,-375.14540804239687,451.08263393497765,-1026.6224052145296,-885.7975335735513,-1146.322320197342,0.79543,972.4228257608379,-0.35275318010705287,128.54384826387945,0.14025878416894738,128.2689410469083,128.8187554808506,0.90862,0.8799076303649036,0.3739,0.0008345714138451039,5.975087264523593,6.0,0.90862,0.6261,293.73794666666663,0.99397,0.0004798454330986169,0.95137,0.001333162019039546,0.02725,0.0010091133330800857
E4,Parallel PIAP,same_asset,0.0,12.0,0.0,0.15,0.0,0.0,100000,-333.84354074840235,1.4291045542893808,-367.2362736563904,451.9225406074198,-1015.7690451743542,-872.3031845230723,-1136.1236683918835,0.79543,963.2411223134179,-0.34658356356984604,137.72555171129937,0.15027726875244365,137.43100826454457,138.02009515805418,0.90862,0.8799076303649036,0.3739,0.0008345714138451039,5.975087264523593,6.0,0.90862,0.6261,290.92513333333335,0.99397,0.0004798454330986169,0.95137,0.001333162019039546,0.02648,0.0009951476019132036
E4,Parallel PIAP,same_asset,0.0,12.0,0.0,0.16,0.0,0.0,100000,-324.6618373009823,1.4318257463360646,-359.3271392703839,452.78305708924546,-1004.9156851341788,-858.8088354725933,-1125.9250165864248,0.79543,954.0594188659983,-0.34029519637977856,146.90725515871935,0.16029575333593993,146.59307548218092,147.22143483525778,0.90862,0.8799076303649036,0.3739,0.0008345714138451039,5.975087264523593,6.0,0.90862,0.6261,288.11232,0.99397,0.0004798454330986169,0.95132,0.0013338121516771385,0.02418,0.0009520704307358778
E4,Parallel PIAP,same_asset,0.0,12.0,0.0,0.17,0.0,0.0,100000,-315.48013385356234,1.4346117414540098,-351.41800488437735,453.66406610152706,-994.0623250940034,-845.3144864221143,-1115.7263647809664,0.79537,944.8777154185781,-0.3338846167133972,156.0889586061393,0.17031423791943615,155.7551426998172,156.4227745124614,0.90862,0.8799076303649036,0.3739,0.0008345714138451039,5.975087264523593,6.0,0.90862,0.6261,285.2995066666666,0.99397,0.0004798454330986169,0.95132,0.0013338121516771385,0.0216,0.0009010339788487448
E4,Parallel PIAP,same_asset,0.0,12.0,0.0,0.18,0.0,0.0,100000,-306.2984304061424,1.437462162852047,-343.5088704983708,454.56544849243494,-983.2089650538281,-831.8201373716354,-1105.5277129755077,0.79534,935.6960119711581,-0.32734822686791976,165.27066205355925,0.18033272250293234,164.9172099174535,165.624114189665,0.90862,0.8799076303649036,0.3739,0.0008345714138451039,5.975087264523593,6.0,0.90862,0.6261,282.48669333333333,0.99395,0.0004806357023359792,0.95132,0.0013338121516771385,0.0216,0.0009010339788487448
E4,Parallel PIAP,same_asset,0.0,12.0,0.0,0.19,0.0,0.0,100000,-297.1167269587225,1.4403766280426664,-335.5997361123643,455.48708330879833,-972.3556050136527,-818.3257883211564,-1095.3290611700493,0.79532,926.5143085237382,-0.3206822865284547,174.4523655009792,0.1903512070864286,174.0792771350898,174.8254538668686,0.90862,0.8799076303649036,0.3739,0.0008345714138451039,5.975087264523593,6.0,0.90862,0.6261,279.67388,0.9938,0.0004865208001308879,0.95132,0.0013338121516771385,0.0216,0.0009010339788487448
E4,Parallel PIAP,same_asset,0.0,12.0,0.0,0.2,0.0,0.0,100000,-287.9350235113025,1.4433547490684813,-327.69060172635784,456.4288478677196,-961.5022449734774,-804.8314392706775,-1085.1304093645904,0.79529,917.3326050763183,-0.3138829056308835,183.6340689483992,0.20036969166992483,183.24134435272614,184.02679354407226,0.90862,0.8799076303649036,0.3739,0.0008345714138451039,5.975087264523593,6.0,0.90862,0.6261,276.86106666666666,0.99377,0.0004876890850055991,0.95132,0.0013338121516771385,0.0216,0.0009010339788487448
E4,Parallel PIAP,same_asset,0.0,12.0,0.0,0.21,0.0,0.0,100000,-278.75332006388254,1.446396132728588,-319.7814673403513,457.3906178281552,-950.648884933302,-791.3370902201984,-1074.9317575591317,0.79529,908.1509016288984,-0.30694603679179155,192.81577239581912,0.21038817625342107,192.4034115703624,193.22813322127584,0.90862,0.8799076303649036,0.3739,0.0008345714138451039,5.975087264523593,6.0,0.90862,0.6261,274.0482533333334,0.99377,0.0004876890850055991,0.95132,0.0013338121516771385,0.02133,0.0008955083443148925
E4,Parallel PIAP,same_asset,0.0,12.0,0.0,0.22,0.0,0.0,100000,-269.5716166164626,1.4495003808045692,-311.87233295434476,458.3722672623848,-939.7955248931266,-781.5900944247065,-1065.112378271004,0.79529,898.9691981814782,-0.2998674672744941,201.99747584323913,0.22040666083691732,201.56547878799879,202.42947289847947,0.90862,0.8799076303649036,0.3739,0.0008345714138451039,5.975087264523593,6.0,0.90862,0.6261,271.23544,0.99377,0.0004876890850055991,0.95132,0.0013338121516771385,0.02133,0.0008955083443148925
E4,Parallel PIAP,same_asset,0.0,12.0,0.0,0.23,0.0,0.0,100000,-260.38991316904264,1.4526670902858871,-303.96319856833827,459.3736687272864,-928.9421648529514,-776.9284223367341,-1054.9416885925139,0.79529,889.7874947340583,-0.2926428104576459,211.17917929065905,0.23042514542041362,210.72754600563505,211.63081257568305,0.90862,0.8799076303649036,0.3739,0.0008345714138451039,5.975087264523593,6.0,0.90862,0.6261,268.42262666666664,0.99377,0.0004876890850055991,0.95132,0.0013338121516771385,0.02133,0.0008955083443148925
