experiment,strategy,topology,rho,loe_year,acceleration_years,rnd_cost_synergy,commercial_cost_synergy,cannibalization,n_runs,eNPV_usd_m,se_eNPV_usd_m,median_NPV_usd_m,sd_NPV_usd_m,P5_NPV_usd_m,P10_NPV_usd_m,CVaR5_NPV_usd_m,probability_NPV_negative,eDevCost_usd_m,ePI,delta_eNPV_usd_m,paired_se_delta_eNPV_usd_m,paired_95ci_low_delta_eNPV_usd_m,paired_95ci_high_delta_eNPV_usd_m,mean_launches,sd_launches,p_zero_launches,mean_pairwise_launch_correlation,effective_breadth_variance_ratio,mean_protected_runway_per_launch_years,mean_launches_before_loe,probability_at_least_one_launch_before_loe,low_capacity_breach_probability,base_capacity_breach_probability,high_capacity_breach_probability
E4_commercial_synergy,Parallel PIAP,same_asset,0.415,15.0,0.0,0.0,0.1,0.0,250000,114.71089955930191,2.5237385282016565,-559.4006505566923,1261.8692641008283,-1178.5694457769846,-884.1468803601001,-1596.8083643620653,0.5761,1100.4234782191143,0.10424250466279208,30.550420342688668,2.662916528252253,25.33110394731425,35.76973673806308,0.90756,1.202861851546775,0.510932,0.17567247502487995,3.1942657363558955,9.0,0.90756,0.489068,0.75816,0.639492,0.094716
E4_commercial_synergy,Parallel PIAP,same_asset,0.415,15.0,0.0,0.0,0.11,0.0,250000,117.72745579829582,2.531464595295441,-559.4006505566923,1265.7322976477205,-1178.5694457769846,-884.1468803601001,-1596.8083643620653,0.5761,1100.4234782191143,0.10698377318232223,33.566976581682546,2.6686269792936788,28.336467702266937,38.797485461098155,0.90756,1.202861851546775,0.510932,0.17567247502487995,3.1942657363558955,9.0,0.90756,0.489068,0.75816,0.639492,0.094716
E4_commercial_synergy,Parallel PIAP,same_asset,0.415,15.0,0.0,0.0,0.12,0.0,250000,120.74401203728976,2.5391945793983597,-559.4006505566923,1269.5972896991798,-1178.5694457769846,-884.1468803601001,-1596.8083643620653,0.5761,1100.4234782191143,0.10972504170185239,36.5835328206765,2.674351276309084,31.341804319110697,41.825261322242305,0.90756,1.202861851546775,0.510932,0.17567247502487995,3.1942657363558955,9.0,0.90756,0.489068,0.75816,0.639492,0.094716
E4_commercial_synergy,Parallel PIAP,same_asset,0.415,15.0,0.0,0.0,0.13,0.0,250000,123.76056827628368,2.546928444845784,-559.4006505566923,1273.4642224228921,-1178.5694457769846,-884.1468803601001,-1596.8083643620653,0.5761,1100.4234782191143,0.11246631022138252,39.600089059670424,2.6800893305792632,34.34711397173507,44.85306414760578,0.90756,1.202861851546775,0.510932,0.17567247502487995,3.1942657363558955,9.0,0.90756,0.489068,0.75816,0.639492,0.094716
E4_commercial_synergy,Parallel PIAP,same_asset,0.415,15.0,0.0,0.0,0.14,0.0,250000,126.7771245152776,2.554666156387165,-559.4006505566923,1277.3330781935827,-1178.5694457769846,-884.1468803601001,-1596.8083643620653,0.5761,1100.4234782191143,0.11520757874091267,42.616645298664345,2.6858410539308597,37.35239683295986,47.88089376436883,0.90756,1.202861851546775,0.510932,0.17567247502487995,3.1942657363558955,9.0,0.90756,0.489068,0.75816,0.639492,0.094716
E4_commercial_synergy,Parallel PIAP,same_asset,0.415,15.0,0.0,0.0,0.15,0.0,250000,129.79368075427152,2.5624076791803123,-559.4006505566923,1281.2038395901561,-1178.5694457769846,-884.1468803601001,-1596.8083643620653,0.5761,1100.4234782191143,0.1179488472604428,45.63320153765825,2.6916063587350427,40.357653074537566,50.90875000077894,0.90756,1.202861851546775,0.510932,0.17567247502487995,3.1942657363558955,9.0,0.90756,0.489068,0.75816,0.639492,0.094716
E4_commercial_synergy,Parallel PIAP,same_asset,0.415,15.0,0.0,0.0,0.16,0.0,250000,132.81023699326545,2.5701529787857655,-559.4006505566923,1285.0764893928829,-1178.5694457769846,-884.1468803601001,-1596.8083643620653,0.5761,1100.4234782191143,0.12069011577997296,48.64975777665218,2.697385157906125,43.36288286715617,53.93663268614819,0.90756,1.202861851546775,0.510932,0.17567247502487995,3.1942657363558955,9.0,0.90756,0.489068,0.75816,0.639492,0.094716
E4_commercial_synergy,Parallel PIAP,same_asset,0.415,15.0,0.0,0.0,0.17,0.0,250000,135.8267932322594,2.5779020211612607,-559.4006505566923,1288.9510105806303,-1178.5694457769846,-884.1468803601001,-1596.8083643620653,0.5761,1100.4234782191143,0.12343138429950314,51.666314015646115,2.703177364900135,46.36808638044185,56.96454165085038,0.90756,1.202861851546775,0.510932,0.17567247502487995,3.1942657363558955,9.0,0.90756,0.489068,0.75816,0.639492,0.094716
E4_commercial_synergy,Parallel PIAP,same_asset,0.415,15.0,0.0,0.0,0.18,0.0,250000,138.84334947125328,2.585654772656267,-559.4006505566923,1292.8273863281333,-1178.5694457769846,-884.1468803601001,-1596.8083643620653,0.5761,1100.4234782191143,0.12617265281903323,54.68287025464001,2.708982893713336,49.37326378296187,59.992476726318145,0.90756,1.202861851546775,0.510932,0.17567247502487995,3.1942657363558955,9.0,0.90756,0.489068,0.75816,0.639492,0.094716
E4_commercial_synergy,Parallel PIAP,same_asset,0.415,15.0,0.0,0.0,0.19,0.0,250000,141.85990571024718,2.5934112000066247,-559.4006505566923,1296.7056000033124,-1178.5694457769846,-884.1468803601001,-1596.8083643620653,0.5761,1100.4234782191143,0.12891392133856336,57.699426493633915,2.714801658880695,52.37841524222775,63.02043774504008,0.90756,1.202861851546775,0.510932,0.17567247502487995,3.1942657363558955,9.0,0.90756,0.489068,0.75816,0.639492,0.094716
